0.263808	0.267038	0.297949	0.316232	0.326761	0.332514	0.327523	0.315091	0.310901	0.300352	0.287496	0.263857	0.241099	0.209494	0.215928	0.213193	0.208605	0.242316	0.284807	0.343106	0.339199	0.300901	0.258110	0.234673	0.225366	0.204465	0.199953	0.203509	0.201623	0.205981	0.219358	0.236418	0.238020	0.248400	0.247400	0.256872	0.266949	0.257212	0.259818	0.273147	0.277684	0.269104	0.256412	0.248826	0.242535	0.230914	0.220013	0.218388	0.222772	0.217004	0.211698	0.218879	0.237334	0.232537	0.235333	0.255594	0.310522	0.350680	0.336169	0.330068	0.302553	0.271644	0.257266	0.248615	0.243663	0.233305	0.223628	0.222398	0.218997	0.247562	0.257085	0.269838	0.273944	0.286367	0.289164	0.285115	0.286084	0.294907	0.307867	0.327882	0.337487	0.339218	0.315373	0.277700	0.256039	0.257192	0.257939	0.258660	0.257023	0.252993	0.248713	0.247331	0.247648	0.246549	0.248741	0.256632	0.267816	0.277790	0.274749	0.267339	
0.264079	0.277306	0.311348	0.340742	0.354915	0.351552	0.335980	0.329675	0.311541	0.297611	0.269270	0.251211	0.234609	0.212668	0.211494	0.216052	0.205517	0.220626	0.263353	0.311269	0.314589	0.285612	0.251634	0.226921	0.211345	0.202854	0.197780	0.193304	0.189204	0.197582	0.211848	0.225843	0.234064	0.255504	0.248155	0.244055	0.231034	0.224667	0.220961	0.231039	0.249417	0.249686	0.241170	0.242120	0.243176	0.230904	0.211633	0.208339	0.198710	0.204115	0.222508	0.237624	0.240754	0.236516	0.245817	0.258219	0.316492	0.345779	0.320285	0.303923	0.292014	0.268047	0.243688	0.236018	0.225862	0.216551	0.208166	0.206855	0.208794	0.230393	0.239261	0.257324	0.273202	0.285312	0.299237	0.298202	0.302143	0.311759	0.332845	0.359485	0.360634	0.360001	0.335913	0.297055	0.271965	0.266717	0.262255	0.254800	0.245873	0.242422	0.239940	0.245797	0.244822	0.246756	0.248601	0.252655	0.257601	0.258967	0.256380	0.255874	
0.257941	0.277478	0.316616	0.345680	0.349526	0.359153	0.345941	0.320691	0.300038	0.283295	0.246241	0.225526	0.216328	0.200499	0.200241	0.205940	0.200513	0.204312	0.233320	0.266843	0.282954	0.265968	0.258070	0.230511	0.203941	0.196525	0.192276	0.192243	0.185491	0.176726	0.179726	0.195490	0.215596	0.233078	0.225159	0.212707	0.201237	0.184910	0.183332	0.184724	0.189694	0.208645	0.221112	0.214486	0.213038	0.227757	0.227596	0.232820	0.228161	0.244468	0.257714	0.269448	0.268320	0.280989	0.289227	0.288311	0.305959	0.307991	0.298606	0.276458	0.267389	0.254376	0.227062	0.218224	0.214221	0.206612	0.201795	0.198415	0.198894	0.223199	0.233254	0.248444	0.262496	0.282810	0.296231	0.306225	0.316882	0.329774	0.349842	0.366420	0.369446	0.367063	0.347822	0.309516	0.286303	0.276776	0.263089	0.254276	0.236085	0.230957	0.231263	0.231996	0.236435	0.239413	0.241961	0.246895	0.250482	0.248692	0.241644	0.244570	
0.246408	0.263492	0.301327	0.330450	0.348015	0.348094	0.339127	0.315513	0.297998	0.264824	0.227256	0.199902	0.191670	0.191414	0.194905	0.201014	0.195911	0.201551	0.211147	0.241120	0.263777	0.265664	0.252682	0.233169	0.196851	0.193096	0.192357	0.180462	0.170703	0.164062	0.165733	0.179208	0.205810	0.232628	0.226517	0.199755	0.187633	0.166686	0.165392	0.171468	0.174830	0.187682	0.193388	0.196826	0.192567	0.202946	0.231889	0.256906	0.282506	0.296358	0.301286	0.324668	0.330443	0.328756	0.297407	0.271079	0.259205	0.255655	0.263102	0.265962	0.267681	0.251060	0.228157	0.215884	0.199549	0.199958	0.195669	0.195109	0.194819	0.220043	0.230584	0.242329	0.257100	0.263815	0.285466	0.303997	0.325045	0.337266	0.354038	0.359966	0.359516	0.356205	0.343335	0.309884	0.291167	0.278231	0.261185	0.248351	0.227423	0.224725	0.219882	0.221196	0.229210	0.230059	0.223366	0.230381	0.241407	0.239491	0.234060	0.237619	
0.235891	0.256666	0.291305	0.318863	0.328039	0.345145	0.338713	0.312163	0.288598	0.249804	0.220540	0.198589	0.197005	0.192646	0.196049	0.198363	0.202220	0.196592	0.198166	0.217179	0.247347	0.256394	0.236298	0.215952	0.196994	0.186733	0.174649	0.168041	0.164775	0.161904	0.164994	0.176428	0.197981	0.222474	0.228745	0.203817	0.186748	0.166371	0.169635	0.169438	0.173137	0.176521	0.186570	0.189976	0.191171	0.196495	0.215316	0.238725	0.273142	0.296681	0.315054	0.337193	0.334402	0.302585	0.271461	0.238928	0.234513	0.225776	0.231279	0.243110	0.259920	0.258650	0.229994	0.214314	0.201988	0.187293	0.187051	0.190596	0.211114	0.214067	0.230533	0.237073	0.257899	0.257479	0.270383	0.292570	0.318950	0.331917	0.339032	0.335773	0.329406	0.316648	0.309379	0.297916	0.287085	0.273347	0.256663	0.236348	0.229320	0.222028	0.217046	0.212373	0.221848	0.225023	0.216343	0.207009	0.218659	0.223215	0.228371	0.232902	
0.233359	0.260309	0.284686	0.314567	0.340344	0.367468	0.352948	0.310236	0.274999	0.246277	0.220053	0.205895	0.201983	0.203504	0.199532	0.201403	0.195973	0.190400	0.188842	0.200392	0.215485	0.222258	0.222608	0.216695	0.202335	0.180430	0.171672	0.167904	0.170012	0.171688	0.174324	0.173998	0.195542	0.220841	0.229838	0.209314	0.186343	0.171302	0.168955	0.170285	0.175771	0.187635	0.197061	0.197299	0.185127	0.180747	0.197127	0.226441	0.253683	0.285273	0.317984	0.328914	0.321888	0.289407	0.264609	0.247083	0.231868	0.223517	0.220399	0.226734	0.253059	0.258148	0.233830	0.217320	0.203101	0.192947	0.188268	0.191216	0.215708	0.219225	0.230693	0.235596	0.258530	0.256592	0.262615	0.280435	0.312599	0.326438	0.323701	0.319073	0.304378	0.281319	0.275859	0.272984	0.273204	0.258111	0.246029	0.240341	0.230772	0.230617	0.215139	0.206998	0.220470	0.221881	0.219925	0.210574	0.205980	0.212962	0.221432	0.229630	
0.244454	0.259330	0.285980	0.312936	0.358014	0.386612	0.363026	0.306374	0.271001	0.251321	0.230648	0.217505	0.205826	0.203780	0.200179	0.196705	0.196465	0.196012	0.194524	0.199782	0.199126	0.198083	0.204759	0.203749	0.206042	0.192540	0.177952	0.173277	0.175938	0.182549	0.188334	0.195370	0.213905	0.222002	0.230915	0.219780	0.190309	0.173199	0.167242	0.177374	0.192093	0.198848	0.198529	0.191682	0.177034	0.172474	0.183213	0.209266	0.242630	0.288476	0.318655	0.327311	0.328960	0.310244	0.278673	0.259175	0.233574	0.231132	0.227438	0.232185	0.255136	0.256506	0.232912	0.224524	0.212182	0.207882	0.202891	0.204260	0.218248	0.236191	0.234382	0.237343	0.255331	0.252317	0.260009	0.281664	0.302679	0.307733	0.293203	0.282722	0.266405	0.251901	0.247329	0.249332	0.259938	0.256964	0.246054	0.239458	0.230591	0.228156	0.214511	0.204317	0.213956	0.215821	0.215582	0.209834	0.213031	0.218543	0.217569	0.231710	
0.252461	0.263581	0.290222	0.321121	0.377454	0.403235	0.362762	0.314378	0.288101	0.257073	0.247366	0.230094	0.214434	0.203817	0.197237	0.194775	0.197229	0.197120	0.193059	0.189050	0.187011	0.181651	0.183299	0.183929	0.195944	0.193042	0.184837	0.179560	0.178053	0.191338	0.198886	0.204782	0.223695	0.233368	0.238969	0.226737	0.199720	0.181795	0.177343	0.194771	0.206537	0.204978	0.195476	0.187505	0.173025	0.174130	0.191622	0.224699	0.268667	0.308511	0.324635	0.336889	0.337616	0.324584	0.297646	0.266092	0.241578	0.232129	0.230543	0.237882	0.261284	0.259203	0.239205	0.225035	0.214214	0.204610	0.199425	0.200027	0.207417	0.235192	0.239234	0.238834	0.243525	0.247095	0.259115	0.274418	0.282468	0.273741	0.253935	0.242547	0.228755	0.227193	0.226555	0.241679	0.253235	0.249600	0.245765	0.239352	0.233909	0.230055	0.220991	0.205234	0.207239	0.212905	0.217616	0.209618	0.210565	0.223867	0.230182	0.231123	
0.247705	0.262975	0.293653	0.335089	0.382662	0.401836	0.369153	0.319803	0.294447	0.274609	0.269300	0.257883	0.231631	0.207363	0.201753	0.196317	0.189985	0.186599	0.192928	0.185234	0.171448	0.166116	0.162646	0.162210	0.165745	0.181275	0.190692	0.180251	0.176919	0.177658	0.187967	0.196265	0.211283	0.232829	0.251219	0.241039	0.217437	0.202343	0.202610	0.206373	0.210794	0.198925	0.190679	0.184012	0.176819	0.192064	0.224965	0.265272	0.294878	0.322992	0.337454	0.350113	0.350113	0.340591	0.322446	0.290833	0.256792	0.236858	0.235254	0.247339	0.261000	0.252730	0.239656	0.224318	0.215890	0.211819	0.203262	0.201512	0.199892	0.214595	0.232881	0.241372	0.236586	0.247281	0.250897	0.257240	0.262830	0.246635	0.231144	0.223412	0.221169	0.224006	0.223838	0.236907	0.245578	0.247345	0.245362	0.242642	0.232108	0.226439	0.223811	0.218917	0.208589	0.209120	0.210713	0.210873	0.213758	0.225240	0.232432	0.243347	
0.246334	0.259619	0.289426	0.330309	0.360940	0.376505	0.358928	0.329206	0.302543	0.287940	0.281722	0.276502	0.241729	0.215154	0.204708	0.190855	0.185121	0.183950	0.183863	0.162557	0.152743	0.154679	0.155858	0.156301	0.159004	0.171529	0.188616	0.189363	0.177450	0.178081	0.176627	0.186273	0.195105	0.220898	0.247973	0.244110	0.225464	0.211492	0.211390	0.213439	0.209841	0.193120	0.187345	0.176535	0.193392	0.215241	0.254580	0.285166	0.303686	0.325891	0.345694	0.354535	0.354342	0.350290	0.338275	0.309332	0.276161	0.244208	0.244653	0.250891	0.257054	0.248568	0.230222	0.224282	0.224910	0.220956	0.212562	0.206861	0.203672	0.217582	0.236817	0.235443	0.236794	0.237936	0.251858	0.255121	0.246957	0.238058	0.238047	0.233167	0.234039	0.238592	0.237926	0.237647	0.239194	0.249190	0.254567	0.236394	0.225123	0.224725	0.224454	0.222538	0.219170	0.210648	0.214603	0.216826	0.223030	0.227149	0.238943	0.243155	
